portfolio_id,stock_symbol,stock_name,quantity,stock_sector,purchase_price
PF-ENE-0076,PXD,Pioneer Natural Resources,84,Energy,595.5
PF-REA-0091,EQIX,Equinix Inc.,379,Real Estate,1265.48
PF-REA-0092,AMT,American Tower Corp.,173,Real Estate,765.9
PF-UTI-0089,NEE,NextEra Energy Inc.,273,Utilities,739.87
PF-UTI-0090,PCG,PG&E Corporation,154,Utilities,717.59
PF-TEC-0099,GOOGL,Alphabet Inc.,189,Technology,503.55
PF-TEC-0100,QCOM,Qualcomm Inc.,214,Technology,879.72
PF-COM-0077,TMUS,T-Mobile US Inc.,461,Communication,1090.73
PF-MAT-0078,ECL,Ecolab Inc.,323,Materials,49.7
PF-IND-0087,RTX,Raytheon Technologies,136,Industrials,1450.94
PF-COM-0078,CHTR,Charter Communications,498,Communication,1166.48
PF-UTI-0091,WEC,WEC Energy Group,117,Utilities,1084.89
PF-UTI-0092,ES,Eversource Energy,246,Utilities,264.06
PF-REA-0093,O,Realty Income Corporation,370,Real Estate,933.41
PF-CON-0080,WMT,Walmart Inc.,76,Consumer Goods,1234.28
PF-FIN-0070,AXP,American Express Company,17,Finance,863.13
PF-MAT-0079,NEM,Newmont Corporation,57,Materials,294.27
PF-IND-0088,BA,Boeing Company,161,Industrials,633.98
PF-CON-0081,SBUX,Starbucks Corporation,354,Consumer Goods,313.8
PF-IND-0089,FDX,FedEx Corporation,397,Industrials,921.1
PF-IND-0090,RTX,Raytheon Technologies,447,Industrials,1274.08
PF-MAT-0080,MLM,Martin Marietta Materials,32,Materials,1061.61
PF-UTI-0093,DUK,Duke Energy Corporation,107,Utilities,845.72
PF-REA-0094,EQR,Equity Residential,245,Real Estate,792.96
PF-ENE-0077,PXD,Pioneer Natural Resources,490,Energy,268.04
PF-UTI-0094,D,Dominion Energy Inc.,176,Utilities,823.95
PF-MAT-0081,APD,Air Products & Chemicals,396,Materials,1302.81
PF-MAT-0082,SHW,Sherwin-Williams Company,330,Materials,1207.44
PF-FIN-0071,SPGI,S&P Global Inc.,313,Finance,731.43
PF-FIN-0072,AXP,American Express Company,143,Finance,841.55
PF-FIN-0073,GS,Goldman Sachs Group,483,Finance,1459.64
PF-ENE-0078,SLB,SLB (Schlumberger),395,Energy,440.62
PF-FIN-0074,BAC,Bank of America Corp.,354,Finance,1060.43
PF-ENE-0079,PXD,Pioneer Natural Resources,246,Energy,529.72
PF-COM-0079,TMUS,T-Mobile US Inc.,370,Communication,417.45
PF-HEA-0070,JNJ,Johnson & Johnson,294,Healthcare,1018.17
PF-CON-0082,WMT,Walmart Inc.,459,Consumer Goods,1470.44
PF-COM-0080,FOX,Fox Corporation,177,Communication,1432.37
PF-COM-0081,WBD,Warner Bros. Discovery,75,Communication,442.77
PF-ENE-0080,CVX,Chevron Corporation,490,Energy,1074.07
PF-ENE-0081,PSX,Phillips 66,474,Energy,669.14
PF-FIN-0075,BLK,BlackRock Inc.,383,Finance,723.83
PF-FIN-0076,JPM,JPMorgan Chase & Co.,424,Finance,812.48
PF-UTI-0095,SRE,Sempra Energy,357,Utilities,414.72
PF-TEC-0101,IBM,IBM Corporation,316,Technology,1113.93
PF-FIN-0077,C,Citigroup Inc.,125,Finance,85.64
PF-UTI-0096,SO,Southern Company,116,Utilities,960.54
PF-TEC-0102,TSLA,Tesla Inc.,52,Technology,625.82
PF-MAT-0083,NUE,Nucor Corporation,242,Materials,159.81
PF-COM-0082,NFLX,Netflix Inc.,71,Communication,17.72
PF-UTI-0097,EXC,Exelon Corporation,476,Utilities,245.33
PF-REA-0095,AVB,AvalonBay Communities,479,Real Estate,1322.16
PF-IND-0091,RTX,Raytheon Technologies,245,Industrials,979.3
PF-COM-0083,VZ,Verizon Communications,494,Communication,438.0
PF-ENE-0082,CVX,Chevron Corporation,331,Energy,98.15
PF-COM-0084,NFLX,Netflix Inc.,46,Communication,981.93
PF-FIN-0078,MS,Morgan Stanley,274,Finance,1110.64
PF-TEC-0103,NVDA,NVIDIA Corporation,468,Technology,1382.99
PF-CON-0083,HD,The Home Depot Inc.,452,Consumer Goods,1258.03
PF-TEC-0104,NVDA,NVIDIA Corporation,429,Technology,601.52
PF-IND-0092,MMM,3M Company,96,Industrials,1405.55
PF-ENE-0083,COP,ConocoPhillips,449,Energy,65.82
PF-ENE-0084,SLB,SLB (Schlumberger),291,Energy,908.15
PF-ENE-0085,VLO,Valero Energy Corporation,146,Energy,686.98
PF-REA-0096,WELL,Welltower Inc.,279,Real Estate,791.23
PF-HEA-0071,UNH,UnitedHealth Group,436,Healthcare,761.28
PF-FIN-0079,CB,Chubb Limited,99,Finance,1215.13
PF-ENE-0086,VLO,Valero Energy Corporation,84,Energy,1099.37
PF-REA-0097,WELL,Welltower Inc.,132,Real Estate,1080.71
PF-TEC-0105,MSFT,Microsoft Corporation,378,Technology,512.3
PF-ENE-0087,COP,ConocoPhillips,291,Energy,1014.86
PF-HEA-0072,AMGN,Amgen Inc.,90,Healthcare,920.32
PF-REA-0098,DLR,Digital Realty Trust,460,Real Estate,614.18
PF-CON-0084,TGT,Target Corporation,264,Consumer Goods,498.61
PF-CON-0085,NKE,NIKE Inc.,343,Consumer Goods,152.12
PF-HEA-0073,UNH,UnitedHealth Group,245,Healthcare,492.17
PF-FIN-0080,AXP,American Express Company,4,Finance,398.57
PF-FIN-0081,C,Citigroup Inc.,229,Finance,1133.1
PF-ENE-0088,VLO,Valero Energy Corporation,155,Energy,877.87
PF-UTI-0098,WEC,WEC Energy Group,6,Utilities,399.71
PF-CON-0086,KO,The Coca-Cola Company,355,Consumer Goods,362.09
PF-MAT-0084,LIN,Linde Plc,61,Materials,703.44
PF-HEA-0074,LLY,Eli Lilly and Company,208,Healthcare,1032.25
PF-MAT-0085,FCX,Freeport-McMoRan Inc.,395,Materials,473.36
PF-HEA-0075,JNJ,Johnson & Johnson,328,Healthcare,1375.03
PF-ENE-0089,COP,ConocoPhillips,189,Energy,925.79
PF-FIN-0082,GS,Goldman Sachs Group,491,Finance,209.02
PF-HEA-0076,MRK,Merck & Co. Inc.,233,Healthcare,1124.12
PF-REA-0099,CCI,Crown Castle Inc.,192,Real Estate,629.61
PF-UTI-0099,EXC,Exelon Corporation,468,Utilities,711.53
PF-UTI-0100,D,Dominion Energy Inc.,411,Utilities,999.5
PF-FIN-0083,WFC,Wells Fargo & Company,391,Finance,378.72
PF-COM-0085,VZ,Verizon Communications,306,Communication,1310.97
PF-TEC-0106,INTC,Intel Corporation,270,Technology,675.65
PF-MAT-0086,FCX,Freeport-McMoRan Inc.,186,Materials,126.37
PF-UTI-0101,PCG,PG&E Corporation,58,Utilities,102.02
PF-UTI-0102,EXC,Exelon Corporation,463,Utilities,763.18
PF-UTI-0103,WEC,WEC Energy Group,275,Utilities,233.28
PF-ENE-0090,MPC,Marathon Petroleum Corp.,438,Energy,785.31
PF-TEC-0107,QCOM,Qualcomm Inc.,349,Technology,316.05
PF-UTI-0104,ES,Eversource Energy,251,Utilities,145.5
PF-UTI-0105,NEE,NextEra Energy Inc.,229,Utilities,1214.95
PF-IND-0093,UPS,United Parcel Service,68,Industrials,774.74
PF-IND-0094,UPS,United Parcel Service,289,Industrials,96.03
PF-IND-0095,LMT,Lockheed Martin Corp.,345,Industrials,1212.3
PF-MAT-0087,VMC,Vulcan Materials Company,12,Materials,599.96
PF-COM-0086,FOX,Fox Corporation,2,Communication,1121.25
PF-UTI-0106,ES,Eversource Energy,38,Utilities,77.48
PF-ENE-0091,PSX,Phillips 66,359,Energy,105.0
PF-TEC-0108,ORCL,Oracle Corporation,479,Technology,1342.39
PF-IND-0096,RTX,Raytheon Technologies,17,Industrials,437.77
PF-HEA-0077,BMY,Bristol-Myers Squibb,394,Healthcare,211.79
PF-REA-0100,WELL,Welltower Inc.,374,Real Estate,972.36
PF-CON-0087,HD,The Home Depot Inc.,192,Consumer Goods,1489.36
PF-CON-0088,WMT,Walmart Inc.,230,Consumer Goods,1305.73
PF-CON-0089,WMT,Walmart Inc.,193,Consumer Goods,129.57
PF-REA-0101,EQR,Equity Residential,448,Real Estate,813.56
PF-REA-0102,AVB,AvalonBay Communities,441,Real Estate,528.18
PF-HEA-0078,MDT,Medtronic Plc,276,Healthcare,595.66
PF-HEA-0079,PFE,Pfizer Inc.,373,Healthcare,1468.3
PF-TEC-0109,AAPL,Apple Inc.,388,Technology,43.88
PF-ENE-0092,SLB,SLB (Schlumberger),238,Energy,1013.51
PF-UTI-0107,AEP,American Electric Power,218,Utilities,802.58
PF-FIN-0084,MS,Morgan Stanley,127,Finance,696.33
PF-HEA-0080,MRK,Merck & Co. Inc.,142,Healthcare,290.84
PF-MAT-0088,VMC,Vulcan Materials Company,392,Materials,178.14
PF-COM-0087,PARA,Paramount Global,339,Communication,634.67
PF-COM-0088,NFLX,Netflix Inc.,480,Communication,1326.8
PF-TEC-0110,GOOGL,Alphabet Inc.,124,Technology,317.06
PF-TEC-0111,CSCO,Cisco Systems Inc.,305,Technology,60.03
PF-REA-0103,PLD,Prologis Inc.,345,Real Estate,1057.9
PF-TEC-0112,TSLA,Tesla Inc.,126,Technology,1113.41
PF-CON-0090,NKE,NIKE Inc.,225,Consumer Goods,359.17
PF-FIN-0085,WFC,Wells Fargo & Company,387,Finance,1296.96
PF-TEC-0113,ORCL,Oracle Corporation,72,Technology,760.8
PF-ENE-0093,COP,ConocoPhillips,120,Energy,1225.52
PF-MAT-0089,MLM,Martin Marietta Materials,295,Materials,485.17
PF-REA-0104,PLD,Prologis Inc.,396,Real Estate,1012.07
PF-ENE-0094,MPC,Marathon Petroleum Corp.,122,Energy,459.63
PF-HEA-0081,ABT,Abbott Laboratories,339,Healthcare,786.66
PF-CON-0091,SBUX,Starbucks Corporation,154,Consumer Goods,419.98
PF-UTI-0108,SRE,Sempra Energy,486,Utilities,891.58
PF-MAT-0090,IP,International Paper Co.,467,Materials,270.95
PF-MAT-0091,APD,Air Products & Chemicals,219,Materials,838.22
PF-TEC-0114,TSLA,Tesla Inc.,498,Technology,523.18
PF-REA-0105,WELL,Welltower Inc.,344,Real Estate,577.92
PF-UTI-0109,SO,Southern Company,164,Utilities,1047.5
PF-CON-0092,SBUX,Starbucks Corporation,77,Consumer Goods,456.83
PF-HEA-0082,BMY,Bristol-Myers Squibb,387,Healthcare,811.51
PF-FIN-0086,C,Citigroup Inc.,435,Finance,345.76
PF-MAT-0092,FCX,Freeport-McMoRan Inc.,74,Materials,1210.61
PF-TEC-0115,ORCL,Oracle Corporation,288,Technology,624.89
PF-CON-0093,HD,The Home Depot Inc.,286,Consumer Goods,799.69
PF-CON-0094,COST,Costco Wholesale Corp.,125,Consumer Goods,389.94
PF-ENE-0095,VLO,Valero Energy Corporation,332,Energy,127.81
PF-IND-0097,HON,Honeywell International,434,Industrials,562.91
PF-UTI-0110,D,Dominion Energy Inc.,371,Utilities,1245.82
PF-TEC-0116,TSLA,Tesla Inc.,138,Technology,571.98
PF-REA-0106,CCI,Crown Castle Inc.,309,Real Estate,68.93
PF-TEC-0117,ADBE,Adobe Inc.,97,Technology,1208.93
PF-REA-0107,AMT,American Tower Corp.,371,Real Estate,1010.46
PF-FIN-0087,WFC,Wells Fargo & Company,246,Finance,321.24
PF-ENE-0096,VLO,Valero Energy Corporation,156,Energy,1435.96
PF-TEC-0118,MSFT,Microsoft Corporation,109,Technology,1406.37
PF-MAT-0093,IP,International Paper Co.,61,Materials,1122.85
PF-COM-0089,VZ,Verizon Communications,246,Communication,1372.52
PF-MAT-0094,NEM,Newmont Corporation,310,Materials,1058.62
PF-CON-0095,MCD,McDonald's Corporation,469,Consumer Goods,366.6
PF-ENE-0097,MPC,Marathon Petroleum Corp.,398,Energy,431.76
PF-IND-0098,LMT,Lockheed Martin Corp.,274,Industrials,976.59
PF-ENE-0098,EOG,EOG Resources Inc.,134,Energy,545.87
PF-IND-0099,MMM,3M Company,239,Industrials,156.93
PF-MAT-0095,VMC,Vulcan Materials Company,241,Materials,1144.83
PF-ENE-0099,PXD,Pioneer Natural Resources,469,Energy,312.66
PF-ENE-0100,PXD,Pioneer Natural Resources,212,Energy,78.12
PF-FIN-0088,GS,Goldman Sachs Group,380,Finance,227.42
PF-FIN-0089,SPGI,S&P Global Inc.,284,Finance,1402.79
PF-UTI-0111,ES,Eversource Energy,369,Utilities,632.19
PF-HEA-0083,MRK,Merck & Co. Inc.,101,Healthcare,501.5
PF-CON-0096,WMT,Walmart Inc.,292,Consumer Goods,1251.71
PF-IND-0100,MMM,3M Company,282,Industrials,985.37
PF-MAT-0096,SHW,Sherwin-Williams Company,173,Materials,393.42
PF-IND-0101,GE,General Electric Company,495,Industrials,1088.1
PF-MAT-0097,IP,International Paper Co.,252,Materials,696.64
PF-MAT-0098,MLM,Martin Marietta Materials,408,Materials,534.74
PF-HEA-0084,UNH,UnitedHealth Group,369,Healthcare,824.35
PF-HEA-0085,BMY,Bristol-Myers Squibb,470,Healthcare,1335.15
PF-REA-0108,WELL,Welltower Inc.,491,Real Estate,97.51
PF-TEC-0119,NVDA,NVIDIA Corporation,430,Technology,1271.58
PF-COM-0090,FOX,Fox Corporation,343,Communication,82.29
PF-TEC-0120,AAPL,Apple Inc.,212,Technology,214.86
PF-REA-0109,O,Realty Income Corporation,119,Real Estate,111.27
PF-HEA-0086,MRK,Merck & Co. Inc.,5,Healthcare,335.89
PF-IND-0102,UPS,United Parcel Service,192,Industrials,100.07
PF-REA-0110,DLR,Digital Realty Trust,342,Real Estate,1401.52
PF-IND-0103,DE,Deere & Company,338,Industrials,736.9
PF-TEC-0121,AAPL,Apple Inc.,273,Technology,831.95
PF-TEC-0122,MSFT,Microsoft Corporation,9,Technology,798.83
PF-ENE-0101,XOM,Exxon Mobil Corporation,275,Energy,1466.44
PF-TEC-0123,GOOGL,Alphabet Inc.,258,Technology,1221.6
PF-MAT-0099,APD,Air Products & Chemicals,221,Materials,1211.19
PF-HEA-0087,MDT,Medtronic Plc,55,Healthcare,1377.89
PF-UTI-0112,SO,Southern Company,77,Utilities,369.04
PF-REA-0111,SPG,Simon Property Group,270,Real Estate,386.1
PF-CON-0097,PG,Procter & Gamble Co.,137,Consumer Goods,1194.46
PF-TEC-0124,INTC,Intel Corporation,192,Technology,1439.35
PF-IND-0104,UPS,United Parcel Service,290,Industrials,372.38
PF-MAT-0100,NEM,Newmont Corporation,116,Materials,456.96
PF-TEC-0125,INTC,Intel Corporation,335,Technology,1487.6
PF-REA-0112,AVB,AvalonBay Communities,389,Real Estate,57.21
PF-CON-0098,NKE,NIKE Inc.,195,Consumer Goods,571.98
PF-IND-0105,RTX,Raytheon Technologies,29,Industrials,958.75
PF-MAT-0101,NEM,Newmont Corporation,88,Materials,133.2
PF-IND-0106,CAT,Caterpillar Inc.,331,Industrials,1178.72
PF-UTI-0113,PCG,PG&E Corporation,440,Utilities,1461.02
PF-UTI-0114,SO,Southern Company,471,Utilities,73.4
PF-FIN-0090,WFC,Wells Fargo & Company,462,Finance,1303.49
PF-UTI-0115,PCG,PG&E Corporation,244,Utilities,413.93
PF-TEC-0126,ADBE,Adobe Inc.,351,Technology,1389.12
PF-UTI-0116,AEP,American Electric Power,289,Utilities,990.58
PF-HEA-0088,MDT,Medtronic Plc,476,Healthcare,1277.14
PF-TEC-0127,GOOGL,Alphabet Inc.,493,Technology,318.67
PF-HEA-0089,ABT,Abbott Laboratories,386,Healthcare,1232.83
PF-CON-0099,MCD,McDonald's Corporation,476,Consumer Goods,124.64
PF-HEA-0090,LLY,Eli Lilly and Company,289,Healthcare,368.3
PF-CON-0100,COST,Costco Wholesale Corp.,347,Consumer Goods,1345.82
PF-ENE-0102,VLO,Valero Energy Corporation,197,Energy,1135.86
PF-HEA-0091,UNH,UnitedHealth Group,405,Healthcare,1482.83
PF-MAT-0102,VMC,Vulcan Materials Company,41,Materials,756.18
PF-ENE-0103,PSX,Phillips 66,28,Energy,155.55
PF-FIN-0091,MS,Morgan Stanley,430,Finance,123.27
PF-REA-0113,CCI,Crown Castle Inc.,394,Real Estate,924.66
PF-REA-0114,PLD,Prologis Inc.,204,Real Estate,1453.69
PF-ENE-0104,MPC,Marathon Petroleum Corp.,16,Energy,954.84
PF-COM-0091,CHTR,Charter Communications,231,Communication,741.0
PF-CON-0101,PG,Procter & Gamble Co.,284,Consumer Goods,1412.3
PF-IND-0107,CAT,Caterpillar Inc.,96,Industrials,1022.75
PF-REA-0115,EQR,Equity Residential,195,Real Estate,137.68
PF-REA-0116,SPG,Simon Property Group,152,Real Estate,1199.1
PF-MAT-0103,NUE,Nucor Corporation,38,Materials,132.24
PF-HEA-0092,MRK,Merck & Co. Inc.,195,Healthcare,1070.4
PF-REA-0117,DLR,Digital Realty Trust,79,Real Estate,1112.09
PF-ENE-0105,PXD,Pioneer Natural Resources,185,Energy,168.76
PF-TEC-0128,AAPL,Apple Inc.,483,Technology,469.32
PF-CON-0102,KO,The Coca-Cola Company,390,Consumer Goods,411.95
PF-HEA-0093,PFE,Pfizer Inc.,45,Healthcare,289.21
PF-IND-0108,HON,Honeywell International,286,Industrials,836.56
PF-CON-0103,SBUX,Starbucks Corporation,53,Consumer Goods,49.13
PF-CON-0104,PG,Procter & Gamble Co.,284,Consumer Goods,148.67
PF-REA-0118,PLD,Prologis Inc.,402,Real Estate,493.4
PF-CON-0105,COST,Costco Wholesale Corp.,7,Consumer Goods,444.85
PF-CON-0106,COST,Costco Wholesale Corp.,399,Consumer Goods,136.2
PF-UTI-0117,SRE,Sempra Energy,464,Utilities,1489.17
PF-FIN-0092,AXP,American Express Company,293,Finance,786.45
PF-MAT-0104,SHW,Sherwin-Williams Company,195,Materials,262.56
PF-FIN-0093,CB,Chubb Limited,155,Finance,409.93
PF-HEA-0094,ABT,Abbott Laboratories,33,Healthcare,259.14
PF-ENE-0106,XOM,Exxon Mobil Corporation,216,Energy,456.63
PF-COM-0092,CHTR,Charter Communications,40,Communication,548.08
PF-FIN-0094,AXP,American Express Company,370,Finance,941.3
PF-REA-0119,PLD,Prologis Inc.,316,Real Estate,301.37
PF-TEC-0129,IBM,IBM Corporation,70,Technology,463.94
PF-CON-0107,MCD,McDonald's Corporation,171,Consumer Goods,1264.0
PF-CON-0108,WMT,Walmart Inc.,412,Consumer Goods,1294.68
PF-IND-0109,BA,Boeing Company,172,Industrials,651.62
PF-REA-0120,AVB,AvalonBay Communities,499,Real Estate,895.65
PF-ENE-0107,SLB,SLB (Schlumberger),165,Energy,908.78
PF-MAT-0105,ECL,Ecolab Inc.,103,Materials,723.72
PF-HEA-0095,MDT,Medtronic Plc,494,Healthcare,603.38
PF-ENE-0108,PXD,Pioneer Natural Resources,150,Energy,1104.96
PF-REA-0121,DLR,Digital Realty Trust,252,Real Estate,1451.97
PF-COM-0093,CHTR,Charter Communications,125,Communication,495.57
PF-ENE-0109,XOM,Exxon Mobil Corporation,419,Energy,1180.94
PF-CON-0109,KO,The Coca-Cola Company,59,Consumer Goods,1398.78
PF-FIN-0095,JPM,JPMorgan Chase & Co.,304,Finance,1495.92
PF-HEA-0096,BMY,Bristol-Myers Squibb,350,Healthcare,1153.75
PF-TEC-0130,AMZN,Amazon.com Inc.,488,Technology,1093.55
PF-MAT-0106,FCX,Freeport-McMoRan Inc.,108,Materials,663.3
PF-ENE-0110,COP,ConocoPhillips,426,Energy,1042.32
PF-COM-0094,FOX,Fox Corporation,435,Communication,1195.53
PF-CON-0110,SBUX,Starbucks Corporation,345,Consumer Goods,753.96
PF-REA-0122,DLR,Digital Realty Trust,156,Real Estate,370.61
PF-REA-0123,EQR,Equity Residential,79,Real Estate,1075.7
PF-COM-0095,TMUS,T-Mobile US Inc.,194,Communication,120.21
PF-REA-0124,PLD,Prologis Inc.,246,Real Estate,877.54
PF-UTI-0118,D,Dominion Energy Inc.,260,Utilities,1386.01
PF-MAT-0107,ECL,Ecolab Inc.,215,Materials,820.03
PF-COM-0096,TMUS,T-Mobile US Inc.,496,Communication,545.7
PF-COM-0097,PARA,Paramount Global,275,Communication,894.79
PF-TEC-0131,INTC,Intel Corporation,56,Technology,1155.74
PF-REA-0125,EQR,Equity Residential,341,Real Estate,538.96
PF-REA-0126,WELL,Welltower Inc.,314,Real Estate,76.0
PF-REA-0127,WELL,Welltower Inc.,347,Real Estate,973.65
PF-COM-0098,VZ,Verizon Communications,170,Communication,1448.92
PF-IND-0110,CAT,Caterpillar Inc.,55,Industrials,25.72
PF-FIN-0096,SPGI,S&P Global Inc.,114,Finance,770.91
PF-UTI-0119,DUK,Duke Energy Corporation,286,Utilities,874.97
PF-UTI-0120,WEC,WEC Energy Group,114,Utilities,674.21
PF-CON-0111,MCD,McDonald's Corporation,238,Consumer Goods,1160.79
PF-REA-0128,AMT,American Tower Corp.,354,Real Estate,755.69
PF-ENE-0111,PSX,Phillips 66,13,Energy,729.33
PF-ENE-0112,COP,ConocoPhillips,213,Energy,1381.62
PF-TEC-0132,INTC,Intel Corporation,60,Technology,1248.66
PF-MAT-0108,MLM,Martin Marietta Materials,73,Materials,529.01
PF-ENE-0113,OXY,Occidental Petroleum,234,Energy,1178.56
PF-UTI-0121,DUK,Duke Energy Corporation,248,Utilities,528.97
PF-TEC-0133,CSCO,Cisco Systems Inc.,225,Technology,1085.77
PF-IND-0111,HON,Honeywell International,164,Industrials,110.09
PF-TEC-0134,META,Meta Platforms Inc.,415,Technology,1069.06
PF-TEC-0135,GOOGL,Alphabet Inc.,435,Technology,521.19
PF-TEC-0136,IBM,IBM Corporation,347,Technology,1202.07
PF-MAT-0109,IP,International Paper Co.,125,Materials,778.83
PF-UTI-0122,EXC,Exelon Corporation,82,Utilities,503.17
PF-CON-0112,TGT,Target Corporation,491,Consumer Goods,698.46
PF-COM-0099,WBD,Warner Bros. Discovery,208,Communication,948.34
PF-HEA-0097,BMY,Bristol-Myers Squibb,328,Healthcare,989.39
PF-CON-0113,MCD,McDonald's Corporation,15,Consumer Goods,1108.71
PF-FIN-0097,JPM,JPMorgan Chase & Co.,231,Finance,892.38
PF-CON-0114,COST,Costco Wholesale Corp.,3,Consumer Goods,1060.06
PF-FIN-0098,BAC,Bank of America Corp.,143,Finance,1130.96
PF-COM-0100,PARA,Paramount Global,408,Communication,103.22
PF-TEC-0137,IBM,IBM Corporation,410,Technology,1309.25
PF-HEA-0098,BMY,Bristol-Myers Squibb,188,Healthcare,495.72
PF-IND-0112,UPS,United Parcel Service,59,Industrials,400.91
PF-IND-0113,GE,General Electric Company,271,Industrials,1449.22
PF-ENE-0114,PXD,Pioneer Natural Resources,306,Energy,589.07
PF-CON-0115,MCD,McDonald's Corporation,301,Consumer Goods,180.21
PF-CON-0116,PG,Procter & Gamble Co.,433,Consumer Goods,692.21
PF-HEA-0099,MDT,Medtronic Plc,417,Healthcare,1013.65
PF-COM-0101,WBD,Warner Bros. Discovery,153,Communication,1378.84
PF-REA-0129,AMT,American Tower Corp.,44,Real Estate,1011.44
PF-ENE-0115,PXD,Pioneer Natural Resources,61,Energy,365.47
PF-TEC-0138,QCOM,Qualcomm Inc.,94,Technology,566.23
PF-HEA-0100,ABT,Abbott Laboratories,262,Healthcare,588.81
PF-REA-0130,PLD,Prologis Inc.,71,Real Estate,866.46
PF-CON-0117,TGT,Target Corporation,96,Consumer Goods,735.14
PF-UTI-0123,D,Dominion Energy Inc.,356,Utilities,1379.55
PF-HEA-0101,MDT,Medtronic Plc,285,Healthcare,258.63
PF-ENE-0116,CVX,Chevron Corporation,72,Energy,288.78
PF-IND-0114,HON,Honeywell International,318,Industrials,89.88
PF-CON-0118,PG,Procter & Gamble Co.,488,Consumer Goods,24.28
PF-HEA-0102,UNH,UnitedHealth Group,100,Healthcare,1224.67
PF-UTI-0124,SRE,Sempra Energy,259,Utilities,983.07
PF-CON-0119,SBUX,Starbucks Corporation,351,Consumer Goods,742.67
PF-MAT-0110,FCX,Freeport-McMoRan Inc.,431,Materials,671.34
PF-HEA-0103,TMO,Thermo Fisher Scientific,43,Healthcare,852.44
PF-COM-0102,TMUS,T-Mobile US Inc.,390,Communication,338.59
PF-TEC-0139,NVDA,NVIDIA Corporation,141,Technology,345.02
PF-ENE-0117,CVX,Chevron Corporation,87,Energy,1173.3
PF-UTI-0125,PCG,PG&E Corporation,381,Utilities,1161.1
PF-IND-0115,MMM,3M Company,282,Industrials,771.1
PF-UTI-0126,WEC,WEC Energy Group,59,Utilities,409.15
PF-UTI-0127,AEP,American Electric Power,422,Utilities,1486.43
PF-UTI-0128,AEP,American Electric Power,422,Utilities,1137.61
PF-COM-0103,CMCSA,Comcast Corporation,369,Communication,667.64
PF-FIN-0099,WFC,Wells Fargo & Company,218,Finance,162.6
PF-REA-0131,AVB,AvalonBay Communities,385,Real Estate,378.82
PF-TEC-0140,NVDA,NVIDIA Corporation,231,Technology,401.59
PF-COM-0104,FOX,Fox Corporation,45,Communication,664.21
PF-HEA-0104,JNJ,Johnson & Johnson,398,Healthcare,1219.71
PF-FIN-0100,BAC,Bank of America Corp.,416,Finance,1109.04
PF-MAT-0111,ECL,Ecolab Inc.,180,Materials,1292.96
PF-REA-0132,EQIX,Equinix Inc.,324,Real Estate,647.97
PF-REA-0133,EQIX,Equinix Inc.,72,Real Estate,1179.43
PF-COM-0105,FOX,Fox Corporation,106,Communication,1210.11
PF-UTI-0129,PCG,PG&E Corporation,180,Utilities,803.1
PF-REA-0134,PLD,Prologis Inc.,276,Real Estate,260.88
PF-MAT-0112,FCX,Freeport-McMoRan Inc.,150,Materials,441.11
PF-FIN-0101,CB,Chubb Limited,488,Finance,1288.45
PF-MAT-0113,APD,Air Products & Chemicals,418,Materials,151.89
PF-COM-0106,VZ,Verizon Communications,403,Communication,623.28
PF-TEC-0141,ORCL,Oracle Corporation,142,Technology,1301.9
PF-HEA-0105,PFE,Pfizer Inc.,360,Healthcare,1300.46
PF-FIN-0102,AXP,American Express Company,75,Finance,1069.98
PF-FIN-0103,AXP,American Express Company,390,Finance,1266.9
PF-CON-0120,MCD,McDonald's Corporation,251,Consumer Goods,221.84
PF-REA-0135,O,Realty Income Corporation,138,Real Estate,945.44
PF-CON-0121,WMT,Walmart Inc.,232,Consumer Goods,122.52
PF-COM-0107,TMUS,T-Mobile US Inc.,451,Communication,1155.64
PF-CON-0122,NKE,NIKE Inc.,264,Consumer Goods,1127.21
PF-MAT-0114,ECL,Ecolab Inc.,480,Materials,1317.2
PF-IND-0116,UPS,United Parcel Service,487,Industrials,737.19
PF-UTI-0130,ES,Eversource Energy,2,Utilities,1304.67
PF-MAT-0115,MLM,Martin Marietta Materials,48,Materials,1099.09
PF-IND-0117,UPS,United Parcel Service,326,Industrials,999.57
PF-CON-0123,PG,Procter & Gamble Co.,436,Consumer Goods,104.36
PF-UTI-0131,D,Dominion Energy Inc.,204,Utilities,334.57
PF-CON-0124,TGT,Target Corporation,423,Consumer Goods,325.66
PF-FIN-0104,CB,Chubb Limited,166,Finance,1244.23
PF-ENE-0118,OXY,Occidental Petroleum,281,Energy,871.12
PF-UTI-0132,PCG,PG&E Corporation,437,Utilities,733.15
PF-ENE-0119,OXY,Occidental Petroleum,458,Energy,1027.0
PF-TEC-0142,TSLA,Tesla Inc.,24,Technology,158.37
PF-COM-0108,CHTR,Charter Communications,429,Communication,694.78
PF-HEA-0106,JNJ,Johnson & Johnson,476,Healthcare,1287.9
PF-IND-0118,BA,Boeing Company,234,Industrials,11.01
PF-CON-0125,TGT,Target Corporation,104,Consumer Goods,1493.58
PF-HEA-0107,PFE,Pfizer Inc.,452,Healthcare,978.5
PF-HEA-0108,LLY,Eli Lilly and Company,448,Healthcare,1399.76
PF-ENE-0120,XOM,Exxon Mobil Corporation,48,Energy,985.34
PF-FIN-0105,BLK,BlackRock Inc.,43,Finance,564.05
PF-REA-0136,AVB,AvalonBay Communities,85,Real Estate,87.16
